,earned,headline,hours,jobs,rate,skills
661,$10k+,"Freelance Writer, Blog Writer, and Editor.",794,12,$25.00,"['Article Writing', 'Blog Writing', 'Literature Review', 'Short Story Writing']"
662,$6k+,Dedicated Veteran/Expert Sourcer & Recruiter w/great Customer Service,551,33,$12.00,"['Recruiting', 'LinkedIn Recruiting', 'Internet Research', 'Telephone Handling', 'Customer Service', 'Customer Support', 'Administrative Support', 'Chat Support', 'Call Center Management', 'SASSIE Mystery Shopping']"
663,$30k+,Business and Copy Writer and Certified Human Resources Professional,588,136,$31.11,"['Article Writing', 'Business Writing', 'Business Coaching', 'Business Development', 'Copywriting', 'Biography Writing']"
664,$100k+,experienced work from home rep,"18,055",20,$12.00,"['Customer Service', 'Customer Support', 'Email Handling', 'Email Technical Support', 'Internet Research', 'Data Entry', 'Transcription']"
665,,"Social Media Marketer, Freelance Writer",,,,"['Online Community Management', 'Social Media Marketing', 'Facebook Marketing', 'Internet Marketing', 'Content Writing', 'Content Marketing', 'Social Media Management', 'Instagram Marketing', 'Twitter Marketing']"
666,$6k+,Techie and All Around Fun Guy,359,19,$28.00,"['WordPress', 'Microsoft Word', 'Microsoft Excel', 'Data Entry', 'Infusionsoft Administration']"
667,$100k+,Joomla Web Development Specialist,"2,378",44,$50.00,"['Joomla', 'PHP', 'HTML', 'Ecommerce Platform Development']"
668,$100k+,,"9,099",4,$11.11,
669,$10k+,,"1,082",3,$27.78,
670,$10k+,Virtual Assistant/Operations Manager,603,47,$35.00,"['Corel Paint Shop Pro', 'Legal Research', 'Customer Support', 'Proofreading', 'Technical Support']"
671,$40k+,Full-Stack Web Engineer,610,71,$89.26,"['CSS3', 'JavaScript', 'HTML5', 'Unix System Administration', 'PHP', 'Node.js', 'C++', 'Linux System Administration', 'Python', 'Ruby']"
672,$70k+,"Expert Legal, Business, and Academic Content Writer and Editor","2,137",135,$43.75,"['Business Writing', 'Social Media Marketing', 'Content Writing', 'Article Writing', 'Blog Writing', 'Legal Research', 'Research Papers', 'Creative Writing', 'eBook Writing', 'Editing']"
673,$50k+,UI/UX Designer,"2,277",27,$27.00,"['User Interface Design', 'iPhone UI Design', 'iPad UI Design', 'Web Design', 'CSS3', 'Adobe Illustrator', 'Adobe Photoshop', 'GUI Design', 'Interaction Design']"
674,,CRM/ONTRAPORT-Zoho-Hubspot-Salesforce-Pipedrive-Drip\ DSYNC-Zapier-API,,,,"['CRM', 'Project Management', 'Marketing Automation', 'Ontraport', 'Zapier', 'Zoho CRM', 'HubSpot', 'Drip Marketing', 'Pipedrive', 'API Development']"
675,$200k+,Data Services Expert,"3,703",21,$75.00,"['Microsoft SQL Server Programming', 'SQL Server Integration Services (SSIS)', 'Microsoft SQL Server Administration', 'Microsoft SQL SSRS']"
676,$30k+,"Outreach, Advocacy, & Content Professional",243,9,$15.00,"['Content Writing', 'Social Media Marketing', 'Social Media Management', 'Technical Writing', 'GoldMine', 'Intuit QuickBooks', 'Google Docs', 'Facebook Marketing', 'Email Marketing']"
677,$40k+,"Skilled copy editor, writer, proofreader","1,387",58,$56.25,"['Copyediting', 'Creative Writing', 'Travel Writing', 'News Writing Style', 'Newsletter Writing', 'Proofreading', 'Internet Research', 'Ghostwriting', 'Copywriting']"
678,$4k+,PR + Marketing Strategist,305,9,$44.44,"['Press Release Writing', 'Marketing Strategy', 'Customer Service', 'Blog Writing', 'Social Media Marketing', 'Public Relations', 'WordPress', 'Adobe Creative Suite', 'Email Marketing', 'Ecommerce Platform Development']"
679,$60k+,Persuasive Skilled Concise Detail-Oriented Legal Writer,578,78,$75.89,"['Legal Writing', 'Copywriting', 'Article Writing', 'Blog Writing', 'Blog Commenting', 'eBook Writing', 'Essay Writing', 'Legal Research', 'Paralegal Services', 'Westlaw']"
680,$300k+,Ruby on Rails Web Developer,"5,969",58,$85.00,"['Ruby on Rails', 'Spree', 'RSpec', 'Cucumber', 'JavaScript', 'KnockoutJS', 'PostgreSQL Administration', 'Heroku']"
681,$60k+,Skilled Writer and Editor,783,38,$25.00,"['Content Writing', 'Article Writing', 'Article Rewriting', 'Editing', 'Proofreading', 'Copyediting', 'Copywriting', 'Curriculum Development', 'English Tutoring']"
682,$10k+,Netsuite - small business consultant,275,6,$80.00,"['CRM', 'NetSuite Administration', 'Business Intelligence', 'Product Management', 'NetSuite Development', 'Project Management', 'Tableau Software', 'Business Process Management (BPM)', 'Enterprise Resource Planning (ERP)']"
683,$8k+,"Recognized Growth Hacker, Data Analyst, and Project Manager",,,$40.00,
684,$70k+,Social Media Consultant,"2,382",43,$70.00,['Social Media Marketing']
685,$20k+,"Freelance Video Editor, Transcriber, Voice Over Artist",880,95,$17.00,"['Video Editing', 'Final Cut Pro', 'Voice Over', 'Transcription', 'English', 'Adobe Premiere Pro', 'Videography']"
686,$20k+,Graphic Designer,553,202,$50.00,"['Graphic Design', 'Adobe Illustrator', 'Adobe InDesign', 'Photo Editing', 'Adobe Photoshop', 'Web Design', 'Adobe Acrobat', 'Logo Design', 'Microsoft Word', 'Microsoft Excel']"
687,$20k+,Marketing Writer & Editor,314,81,$58.00,"['Article Writing', 'Blog Writing', 'Creative Writing', 'Copywriting', 'Copyediting', 'Press Release Writing', 'Tumblr', 'WordPress', 'Speech Writing']"
688,$60k+,Admin Specialist,"8,481",23,$10.50,"['Medical Billing and Coding', 'Translation English Spanish', 'Call Center Management', 'Spanish', 'Administrative Support', 'Management Skills', 'Human Resource Management', 'English', 'Real Estate Management']"
689,,Voice Over Actor,,,,"['Voice Over', 'Voice Talent', 'Interactive Voice Response', 'Audio Editing', 'Audio Production', 'Audio Postediting', 'Radio Personality', 'Radio Broadcasting', 'Audio Engineering', 'Audio Post Production']"
690,,,,,,"['English', 'English Spelling', 'Article Writing', 'eBook Writing', 'Press Release Writing']"
691,$30k+,Extremely creative Art Director and Designer,415,149,$35.00,"['Adobe Photoshop', 'Adobe Flash', 'Adobe InDesign', 'Adobe Illustrator', 'Adobe After Effects', 'Adobe Dreamweaver']"
692,$10k+,Transcriptionist,"1,043",60,$12.00,"['Transcription', 'Medical Transcription']"
693,$70k+,Web Developer / Website Design,767,33,$92.00,"['WordPress', 'PHP', 'MySQL Programming', 'Microsoft Excel', '""Extract, Transform and Load (ETL)""', 'Web Scraping', 'Data Scraping', 'aMember', 'Database Design', 'Wordpress Plugin']"
694,$4k+,Your Right Hand Assistant,836,7,$16.00,"['General Office Skills', 'Newsletter Writing', 'Social Media Management', 'Project Management', 'Supervisory Skills', 'Google Docs', 'MailChimp', 'HootSuite', 'Email Handling', 'Virtual Assistant']"
695,$70k+,"UI/UX Designer | Sketch, InVision, Photoshop Expert",857,40,$100.00,"['User Interface Design', 'User Experience Design', 'Web Design', 'Adobe Photoshop', 'Sketch', 'Invision', 'Website Prototyping', 'Webflow', 'Photography', 'Landing Pages']"
696,$10k+,Administrative Assistant,"1,142",11,$16.00,"['Administrative Support', 'Customer Service', 'Office Administration', 'Phone Support', 'Data Entry', 'Microsoft Office', 'Management Skills', 'Accounting', 'Customer Support', 'Retail Merchandising']"
697,$20k+,ActiveCampaign Certified Consultant | Top ClickFunnels Expert - Upwork,235,79,$225.00,"['Digital Strategy', 'Digital Marketing', 'ClickFunnels', 'Facebook Marketing', 'Instagram Marketing', 'ActiveCampaign', 'Copywriting', 'Email Marketing']"
698,$8k+,"Writer, Editor, Proofreader",224,77,$14.00,"['Editing', 'Copyediting', 'Slang-style Writing', 'eBay Listing/Writing', 'Creative Writing', 'Copywriting', 'SEO Writing', 'Data Entry', 'English Proofreading']"
699,$20k+,Experienced ESL Teacher/Educational Technologist/Transcriptionist,247,86,$12.00,"['Transcription', 'Proofreading', 'Microsoft Office', 'Teaching English', 'ESL Teaching']"
700,,SMM - Social Media Marketing Manager,,,,"['Social Media Marketing', 'Social Media Management', 'Internet Marketing', 'Facebook Marketing', 'Twitter Marketing', 'Pinterest Marketing', 'Instagram Marketing', 'Blog Writing', 'English', 'Email Marketing']"
701,$40k+,Freelance Travel/Food/Wildlife Article Writer and Blogger,"1,288",26,$40.00,"['Blog Writing', 'Article Writing', 'SEO Writing', 'Research', 'WordPress', 'Social Media Marketing', 'Photography', 'Photo Editing', 'Academic Writing']"
702,$20k+,"Accent Reduction (Speak English Clearly), IELTS, English Tutor/Teacher","1,567",5,$40.00,"['Spoken Communications Spoken', 'Customer Service', 'Adult Education', 'Language Tutor', 'American Sign Language', 'Distance Education']"
703,$10k+,Genealogy Researcher/Massage Therapy Writer,312,35,$22.00,['Technical Writing']
704,$10k+,Graphic Designer,"5,007",8,$4.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Flash', 'Autodesk Maya']"
705,$30k+,Mobile App Developer,540,3,$63.00,"['Objective-C', 'Swift', 'Apple Xcode', 'iOS Development', 'Mobile App Development', 'Mobile Programming', 'Cocos2d']"
706,$40k+,Academic Writing Expert,429,104,$40.00,"['Academic Writing', 'Public Speaking', 'English', 'Ghostwriting', 'Report Writing', 'Article Writing', 'Creative Writing', 'Copyediting', 'Speech Writing', 'Microsoft Word']"
707,$10k+,Post Audio Editor and Sound Designer,634,3,$25.00,
708,$10k+,Senior Visual Designer,263,41,$42.00,"['Animation', 'Mobile UI Design', 'Brand Marketing', 'Storyboarding', 'Graphic Design', 'Motion Graphics', 'Web Design']"
709,$200k+,"Owner, Prospect Enterprises LLC",242,228,$75.00,"['English', 'Creative Writing']"
710,$20k+,Architect,646,8,$30.00,"['Autodesk Revit Architecture', 'SketchUp', 'Adobe Creative Suite', 'AutoCAD']"
711,$10k+,Customer Service Extraordinaire,"1,581",5,$15.00,"['Customer Service', 'Writing', 'Photography', 'Adobe Photoshop Lightroom', 'Microsoft Office', 'Adobe Premiere']"
712,$9k+,Creative Writing Specialist,452,3,$15.00,"['Social Media Management', 'Facebook Marketing', 'Email Marketing', 'Copywriting', 'Article Rewriting', 'Logo Design', 'Fiction Writing', 'Non-Fiction Writing']"
713,,Design Director Turned Freelancer,,,,"['Project Management', 'Design Thinking', 'Final Cut Pro X', 'Adobe Photoshop', 'Adobe Illustrator', 'WordPress', 'Videography', 'GUI Design', 'iPhone UI Design', 'Web Design']"
714,$8k+,admin support,753,3,$10.50,['Administrative Support']
715,$50k+,"Expert in NodeJS, AWS Services, ServerLess & DevOps",903,24,$70.00,"['Node.js', 'AWS Lambda', 'Socket Programming', 'API Development', 'AWS CloudFront', 'AWS IoT Core']"
716,$10k+,DevOps Software Developer,391,2,$40.00,"['Python', 'Python Numpy', 'Django', 'Oracle Database', 'Oracle SOA Suite', 'Oracle WebLogic', 'Pandas', 'MySQL Programming', 'Docker', 'Jenkins']"
717,$10k+,Logo and Branding Design Expert,240,22,$85.00,"['Adobe Creative Suite', 'Graphic Design', 'Illustration', 'Logo Design', 'Brochure Design', 'Book Design', 'Book Cover Design', 'Photo Editing', 'Photography', 'Corporate Brand Identity']"
718,$7k+,Web Content Creator,271,2,$25.00,"['Article Rewriting', 'Content Writing', 'Creative Writing', 'Research']"
719,$5k+,Writer and Creative Professional,249,6,$40.00,"['Writing', 'Videography', 'Editing', 'Video Editing', 'Social Media Marketing', '2D Design']"
720,$10k+,Transcription Specialist,342,118,$25.00,"['Microsoft Excel', 'Data Entry', 'Internet Research', 'Transcription']"
721,$40k+,Marketing Specialist,"2,628",32,$22.00,"['Data Entry', 'eBay Marketing', 'Social Media Marketing', 'Public Relations', 'Microsoft Word', 'Microsoft Excel', 'Blog Writing']"
722,$3k+,Admin/Customer Service Specialist,287,4,$12.22,"['Customer Support', 'Email Technical Support', 'Data Entry', 'Zendesk', 'Desk.com Administration', 'Live Chat Operator', 'Live Chat Software', 'Tax Preparation', 'IRS Income Tax Audits', 'Help Scout']"
723,$10k+,Ecommerce and Digital Marketing Expert,461,7,$150.00,"['Ecommerce Platform Development', 'Graphic Design', 'Adobe Digital Marketing Suite', 'Digital Marketing', 'Project Management', 'Copywriting', 'Content Strategy', 'Creative Strategy', 'Email Marketing', 'Social Media Marketing']"
724,$30k+,"Full Stack Bot, API and Web Developer",830,31,$50.00,"['3D Modeling', '3D Rendering', 'Blender3D', 'SketchUp', 'Django', 'Python', 'Amazon EC2', 'Twitter Bootstrap', 'CSS', 'jQuery']"
725,$400k+,Web Development / Java / JSF / PrimeFaces / Lotus XPages Notes Domino,"7,332",27,$50.00,"['Java', 'Oracle Java EE', 'JavaServer Faces (JSF)', 'Lotus Notes', 'IBM Lotus Domino', 'SAP Crystal Reports', 'HTML5', 'JSP', 'MySQL Administration', 'Microsoft SQL Server Programming']"
726,$100k+,Design Director,274,388,$75.00,"['Graphic Design', 'Brochure Design', 'Logo Design', 'Banner Ad Design', 'Adobe Creative Suite', 'eBooks', 'Infographics', 'Digital Marketing', 'Video Editing', 'Video Production']"
727,$70k+,Full Stack Web Developer / Tester,"6,619",34,$25.00,"['Ruby', 'Ruby on Rails', 'HTML', 'HTML5', 'CSS', 'CSS3', 'JavaScript', 'jQuery', 'Responsive Web Design', 'Software QA Testing']"
728,$10k+,Expert Graphic & Web Designer | Portrait Artist | Illustrator | Ebooks,"1,140",28,$18.67,"['Adobe Photoshop', 'Video Production', 'Audio Production', 'Illustration', 'Digital Painting', 'Portrait Painting', 'Curriculum Development', 'Web Design', 'Photo Manipulation', 'Adobe Illustrator']"
729,$20k+,Sr. PCB Layout Engineer,584,1,$85.00,"['PCB Design', 'Altium Designer', 'Field-Programmable Gate Array (FPGA)', 'Digital Electronics', 'Electronic Design', 'Circuit Design', 'Digital Signal Processing', 'Robotics', 'Mechatronics', 'GTK+']"
730,$100k+,Motion Graphics Designer,"2,431",36,$93.75,"['Motion Graphics', 'Animation', 'Storyboarding', '3D Animation', '2D Animation']"
731,$50k+,,"1,768",5,$33.00,
732,$30k+,WordPress Designer/Developer - Project Manager - Marketing Manager,242,32,$75.00,"['WordPress', 'Project Management', 'Adobe Photoshop', 'Video Editing', 'Adobe Illustrator', 'Service Level Management', 'Customer Service', 'Woocommerce', 'CakePHP', 'Responsive Web Design']"
733,$50k+,Copywriter and Creative Marketing Consultant,395,204,$75.00,"['Blog Writing', 'Copywriting', 'Copyediting', 'Content Writing', 'Article Writing']"
734,$8k+,,418,4,$20.00,['C#']
735,$60k+,"Japanese Voice Over Talent,Translator and V.A",802,176,$14.00,"['Translation English Japanese', 'Voice Over', 'Customer Support']"
736,$30k+,Full Stack Web and iOS Developer,779,4,$100.00,"['PHP', 'JavaScript', 'Go', 'Laravel Framework', 'Vue.js', 'Swift', 'iOS Development', 'DevOps', 'C#', 'Unity']"
737,$100k+,Computer Engineer/Transcriber,"11,113",22,$18.00,"['Transcription', 'Content Management', 'Web Design', 'HTML5', 'Computer Assembly', 'Computer Networking', 'Project Management', 'Agile Software Development', 'Project Scheduling']"
738,$90k+,Virtual Assistant Extraordinaire,"9,414",30,$14.00,"['Microsoft Word', 'Microsoft Excel', 'Internet Research', 'Data Entry', 'Microsoft PowerPoint', 'Customer Service', 'Proofreading', 'Blog Writing', 'Email Handling', 'Internet Surveys']"
739,$10k+,Audio Engineer,710,12,$25.00,"['Audio Mixing', 'Audio Editing', 'Audio Post Production', 'Audio Production', 'Audio Restoration', 'Avid Pro Tools', 'Adobe Audition', 'Logic Pro', 'Musical Composition', 'Guitar Performance']"
740,$20k+,Office work of all kinds remotely / Data Entry / Operations Dir.,"1,843",19,$40.00,"['Microsoft Office 365', 'General Office Skills', 'Microsoft Office', 'Administrative Support', 'Typing', 'Data Entry']"
741,,Video Editor,,,,"['Video Editing', 'Editing', 'Motion Graphics']"
742,$10k+,Creative Writer/Editor Specializing in Recipes/Food/Hospitality,217,69,$20.00,"['Recipe Writing', 'Product Descriptions', 'Copywriting', 'Copyediting', 'Content Writing', 'Editing', 'Reviews', 'Blog Writing', 'Proofreading', 'Editorial Writing']"
743,$70k+,My Wacom Pen turns into a Lightsaber.,604,195,$31.25,"['Adobe Photoshop', 'Adobe Illustrator', 'Cartooning', 'Icon Design', 'Comic Writing', 'Comic Art', 'VectorWorks', 'Autodesk Sketchbook Pro', 'Sketching', 'Caricature Drawing']"
744,$100k+,Computer Vision and Machine Learning engineer,"2,510",6,$70.50,"['Computer Vision', 'Image Processing', 'Machine Learning', 'Data Analytics', 'Data Visualization', 'MATLAB', 'Python', 'C++', 'Java', 'Apache Spark']"
745,$30k+,Property Management/Virtual Assistant/Real Estate,"1,419",5,$35.00,"['Property Management', 'Real Estate Management', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Accounting', 'Purchasing Management']"
746,$30k+,Professional Korean and English Translator & Writer,"1,743",198,$25.00,"['Translation English Korean', 'Translation Korean English', 'Blog Writing', 'Editing', 'English Proofreading', 'English Grammar', 'Writing', 'Korean', 'Creative Writing', 'Transcription']"
747,$8k+,"Writer, Travel Coordinator, Personal Assistant and Media Strategist",537,30,$35.00,"['Creative Writing', 'Academic Writing', 'Content Writing', 'Instagram Marketing', 'Facebook Marketing', 'Content Strategy', 'Twitter Marketing', 'Travel Writing', 'Travel Planning', 'Podcast Production']"
748,$30k+,Fillable PDF Forms Designer Expert,977,368,$24.00,"['Adobe Acrobat', 'Adobe LiveCycle Designer', 'Adobe InDesign', 'Computer Skills', 'Time Management', 'Microsoft Word', 'Microsoft Office']"
749,$10k+,Expert Writer + Editor,224,32,$30.00,"['Editing', 'SEO Writing', 'Technical Writing', 'Adult Education', 'Copyediting', 'Proofreading', 'English Proofreading', 'Blog Writing', 'Academic Writing', 'Writing']"
750,$10k+,Helping Others Develop Success!,"1,005",14,$11.00,"['Content Writing', 'Online Writing', 'Computer Skills', 'Internet Marketing', 'Social Media Marketing', 'Social Media Management', 'Data Entry', 'Online Help', 'Time Management', 'Telemarketing']"
751,$20k+,Hubspot COS Developer,436,59,$70.00,"['HubSpot', 'HTML5', 'CSS3', 'WordPress', 'Responsive Web Design', 'jQuery']"
752,$9k+,Speedy fingers and a full belly.,433,3,$30.00,"['Project Management', 'Virtual Assistant', 'General Office Skills', 'Data Entry', 'Customer Service', 'Adobe Photoshop', 'Adobe PDF', 'Apple iWork', 'Microsoft Office', 'Intuit QuickBooks']"
753,$20k+,Researcher/Writer/Organizational Development Consultant,335,37,$65.00,"['Research', 'Data Analytics', 'Organizational Development', 'Public Relations', 'Project Management', 'Consulting', 'Conflict Resolution', 'Corporate Communications', 'Writing']"
754,,Magento / Magento 2 Developer. Certified M2 Solution Specialist.,,,,"['Ecommerce Platform Development', 'Magento', 'Magento 2', 'PHP', 'jQuery', 'MySQL Programming', 'HTML', 'CSS', 'JavaScript', 'Java']"
755,$60k+,Instructional Designer,"1,021",19,$60.00,"['Adobe Captivate', 'Camtasia', 'Articulate Storyline', 'Prezi', 'Instructional Design', 'SCORM', 'Voice Talent', 'Blackboard', 'e-Learning']"
756,,Skin Care/Dermatology/Product Expert,,,,"['Content Writing', 'Medical Writing', 'Brand Consulting', 'Medical Illustration', 'Creative Writing', 'Startup Consulting', 'Editorial Writing', 'Product Descriptions', 'Search Engine Optimization (SEO)', 'Website Development']"
757,$6k+,Freelance Writer/Editor,378,39,$17.00,"['Blog Writing', 'Article Writing', 'Editing', 'Creative Writing', 'Time Management', 'Proofreading', 'Google Docs', 'General Office Skills', 'Virtual Assistant', 'Microsoft Word']"
758,$100k+,Infusionsoft Support |Marketing Automation Assistant,"3,557",59,$45.00,"['Project Management', 'InfusionSoft Marketing', 'Marketing Automation', 'Email Marketing', 'Wordpress Thrive Themes', 'ClickFunnels', 'Infusionsoft Administration', 'Customer Support', 'Virtual Assistant']"
759,,Conversion Copywriter & Sales Page Builder in Top 5 ClickBank Products,,,,"['Copywriting', 'Press Release Writing', 'Sales Letters', 'Sales Writing', 'Landing Pages', 'Marketing Strategy', 'Internet Marketing', 'Advertorial']"
760,$70k+,Website manager | Expert web production services,"3,375",57,$29.99,"['Content Management System', 'On-Page Optimization', 'Product Descriptions', 'English', 'Data Entry', 'Content Management', 'Copyediting', 'Administrative Support', 'Adobe Photoshop', 'Microsoft Word']"
761,$30k+,Product Designer - CAD/Sketch/Renderer,621,53,$32.50,"['Adobe Photoshop', 'Adobe Illustrator', '3ds Max', 'Autodesk Maya', 'SolidWorks', 'Sketching', '3D Rendering', 'Industrial Design', 'Product Design', 'Drawing']"
762,$10k+,Web Designer,587,9,$35.00,"['Adobe Photoshop', 'Content Writing', 'Web Design', 'WordPress', 'JavaScript', 'Photography', 'Online Writing', 'Responsive Web Design']"
763,,,,,,"['Java', 'Grails', 'Android', 'Groovy', 'JavaScript', 'Bootstrap', 'Hibernate', 'Spring Framework', 'Google Web Toolkit', 'SQL']"
764,,I am an expert in helping others find their voice.,,,,"['Grant Writing', 'Academic Writing']"
765,$7k+,"Bookkeeping, Accounting & Payroll Expert",529,9,$20.00,"['Bookkeeping', 'Payroll Processing', 'Account Management', 'Intuit QuickBooks', 'Accounts Payable Management', 'Accounts Receivable Management', 'Accounting', 'Bank Reconciliation', 'Financial Reporting']"
766,$40k+,Land Planner - Sketchup 3D modeler - Illustrator - Rendering,360,113,$65.00,"['3D Rendering', '3D Modeling', '3D Design', 'Illustration', 'Graphic Design', 'Computer Graphics', 'Video Editing', 'Video Production']"
767,$20k+,Freelance Copywriter | Content and Strategy That Converts,493,70,$97.00,"['Internet Research', 'Writing', 'Content Writing', 'Creative Writing', 'Blog Writing', 'Copywriting', 'Email Marketing', 'Email Copywriting', 'SEO Writing', 'Newsletter Writing']"
768,$60k+,Excel Guru for Financial Modeling,"1,258",6,$55.56,"['Microsoft Excel', 'Financial Accounting', 'Financial Modeling', 'Financial Analysis']"
769,$50k+,taking you from concept to bookstore shelves,260,200,$35.00,"['Content Writing', 'Travel Writing', 'Sports Writing', 'Business Writing', 'Internet Marketing', 'Report Writing', 'Advertising', 'Public Relations', 'Resume Writing', 'Market Research']"
770,$10k+,Steel Structural 3D Modeler & Detailer,296,21,$25.00,"['Tekla Structures', 'Advance Steel', 'Autodesk Revit', 'AutoCAD', '3D Modeling', 'Structural Engineering']"
771,$40k+,CSR/Virtual Assistant/Administrative Assistant/Operations Analyst,"3,331",8,$21.30,"['Administrative Support', 'Customer Service', 'Data Entry', 'Project Management', 'Research', 'Microsoft Office', 'Product Marketing', 'Sales Promotion', 'Sales Management', 'Vendor Management Systems']"
772,$10k+,"Expert Content Writer, Book Reviewer, Editor",243,33,$17.00,"['English Grammar', 'Online Writing', 'eBooks', 'Microsoft Word', 'Creative Writing', 'Reviews', 'Content Writing', 'Blog Writing', 'English Proofreading', 'English']"
773,$7k+,Email & Web Copywriter for Caring Entrepreneurs,289,17,$65.00,"['Email Marketing', 'Online Community Management', 'Social Media Marketing', 'Customer Service', 'Content Writing', 'Copywriting', 'Blog Writing']"
774,$20k+,"AWS Cloud Engineer, Quantopian Stock Trading, Python/mySQL/FactSet API",562,11,$64.50,"['Amazon EC2', 'Amazon Relational Database Service', 'MySQL Administration', 'Python', 'Python Numpy', 'Financial Modeling', 'Bash Shell Scripting', 'Portfolio Performance Modeling', 'Amazon Web Services', 'Xen Hypervisor']"
775,$9k+,Offering writing services at an affordable rate,389,29,$25.00,"['Online Writing', 'eBay Web Services', 'General Office Skills', 'Creative Writing', 'Business Writing', 'Content Writing']"
776,$10k+,"Certified Quickbooks ProAdvisor, 15+ Years Professional Experience",374,47,$45.00,"['Bookkeeping', 'Accounting', 'Intuit QuickBooks', 'Financial Accounting', 'Payroll Processing', 'Accounts Payable Management', 'Bank Reconciliation', 'Management Consulting', 'Project Management', 'Microsoft Excel']"
777,$40k+,"NSF & NIH SBIR Grants, Publications, Biomedical advisor PhD",569,35,$50.00,"['Biotechnology', 'Medical Writing']"
778,$10k+,"Illustrator, Graphic Designer",233,39,$35.00,"['Illustration', 'Logo Design']"
779,$100k+,PHP Expert / Drupal Developer,"8,790",94,$40.00,"['PHP', 'Drupal', 'WordPress', 'jQuery', 'HTML5', 'JavaScript', 'AJAX', 'Laravel Framework', 'CakePHP', 'AngularJS']"
780,$100k+,Professional Editor | Math | Academic | Dissertations || Data Analysis,"2,067",304,$40.00,"['Editing', 'Academic Writing', 'English Grammar', 'Statistics', 'Mathematics', 'English Proofreading', 'Technical Editing', 'Analytics', 'R', 'Statistical Computing']"
781,,Project Management and Strategy Consultant,,,,"['Project Management', 'Program Management', 'Strategic Planning', 'Fundraising', 'Project Management Professional', 'Microsoft Visio', 'Operations Management', 'Process Improvement', 'Microsoft Office', 'Microsoft Project']"
782,$30k+,Freelance Illustrator,278,62,$38.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign']"
783,$70k+,Marketing & Sales Funnel Strategist | Speciality with ClickFunnels,"2,408",38,$45.00,"['Business Development', 'Email Marketing', 'Email Deliverability', 'Lead Generation', 'Display Ads', 'Website Development', 'Google Analytics', 'Affiliate Marketing', 'B2B Marketing', 'Ecommerce Platform Development']"
784,$50k+,"Fashion Designer, Textile/Print Designer","1,886",36,$37.50,"['Adobe Illustrator', 'Adobe Photoshop', 'Drawing', 'Graphic Design', 'Illustration', 'Storyboarding', 'Microsoft Excel', 'Sketching']"
785,$40k+,SEO Specialist | Technical Audit Expert | SEO Analyst/Strategist,"1,275",12,$85.00,"['Search Engine Optimization (SEO)', 'SEO Audit', 'SEO Keyword Research', 'Social Media Management', 'Social Media Optimization (SMO)', 'Social Media Marketing', 'Reputation Management', 'Facebook Marketing', 'Twitter Marketing']"
786,$70k+,English/French Business Translations,372,270,$35.00,"['Translation English French', 'French']"
787,$60k+,Fitness Writer | Certified Personal Trainer | Nutrition Specialist,276,263,$50.00,"['Physical Fitness', 'Nutrition', 'Yoga', 'Blog Writing', 'Article Writing', 'eBook Writing', 'Creative Writing', 'Copywriting', 'Ghostwriting', 'SEO Writing']"
788,$20k+,Dedicated Virtual Assistant,"2,329",117,$15.00,"['Windows 7 Administration', 'Microsoft Silverlight', 'English', 'English Grammar', 'Microsoft Word', 'Computer Skills', 'Constant Contact', 'Customer Service', 'General Office Skills', 'Microsoft Excel']"
789,$50k+,"Expert Amazon, Ebay, & Ecommerce Management",510,57,$80.00,"['eBay Listing/Writing', 'Adobe Photoshop', 'WordPress', 'Web Design', 'Audio Production', 'Music']"
790,$10k+,"Graphic Designer/Illustrator, Custom Handmade Goods",311,1,$38.00,"['Adobe Creative Suite', '2D Design', 'Computer Graphics', 'Drawing', 'Watercolor Painting']"
791,$8k+,Paralegal with Extensive Administrative Experience,307,2,$25.00,"['Time Management', 'Litigation', 'Organizer', 'Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint']"
792,$10k+,Marketing Fixer & Award-Winning Graphic Designer,235,6,$50.00,"['Marketing Strategy', 'Digital Marketing', 'Social Media Marketing', 'SEO Audit', 'Search Engine Optimization (SEO)', 'Logo Design', 'Graphic Design', 'Corporate Brand Identity']"
793,$6k+,English-Spanish/Spanish-English translator,480,2,$20.00,"['Adobe Flash', 'Instagram Marketing', 'Facebook Marketing', 'Microsoft PowerPoint', 'Prezi', 'Adobe Photoshop', 'Microsoft Office', 'Translation Spanish English', 'Translation English Spanish', 'Translation English Italian']"
794,$6k+,Environmental Technical Writer and Editor,258,3,$35.00,"['Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Data Entry', 'Writing', 'Environmental Science', 'ArcGIS', 'Editing', 'Technical Writing', 'AutoCAD']"
795,$50k+,UX/UI Designer,"1,391",2,$37.00,"['User Experience Design', 'Graphic Design', 'Wireframing', 'Information Architecture', 'HTML', 'CSS', 'UX Design', 'Responsive Web Design', 'Web Design']"
796,$20k+,"Writer, Educator, & Consultant",751,34,$44.75,"['Legal Writing', 'Legal Research', 'Academic Writing', 'Sustainable Energy', 'Environmental Law', 'Policy Writing', 'Policy Analysis', 'Technical Writing', 'Proposal Writing']"
